verb,gloss,class,class_name,transitive,stem,past_stem,kind,paradigm,paradigm_na,paradigm_en,person,person_en,honorific,subject,subject_marking,needs_check,form,aksara,morphemes,rules
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpres,अभ्यस्त वर्तमान,habitual present,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,किन्छौ,कि न्छौ,stem:किन् + end:छौ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpres,अभ्यस्त वर्तमान,habitual present,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,किन्नुहुन्छ,कि न्नु हु न्छ,stem:किन्नु + aux:हुन्छ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpres,अभ्यस्त वर्तमान,habitual present,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,किन्छ,कि न्छ,stem:किन् + end:छ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,किन्छन्,कि न्छ न्,stem:किन् + end:छन्,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,किन्नुहुन्छ,कि न्नु हु न्छ,stem:किन्नु + aux:हुन्छ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,ma,1st person · singular,no,म,nominative,no,किन्दैछु,कि न्दै छु,stem:किन् + end:दै + aux:छु,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,किन्दैछौँ,कि न्दै छौँ,stem:किन् + end:दै + aux:छौँ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,ta,2nd person · low grade,no,तँ,nominative,no,किन्दैछस्,कि न्दै छ स्,stem:किन् + end:दै + aux:छस्,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,किन्दैछौ,कि न्दै छौ,stem:किन् + end:दै + aux:छौ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,किन्दै हुनुहुन्छ,कि न्दै   हु नु हु न्छ,stem:किन् + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,किन्दैछ,कि न्दै छ,stem:किन् + end:दै + aux:छ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,किन्दैछन्,कि न्दै छ न्,stem:किन् + end:दै + aux:छन्,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prescont,वर्तमान निरन्तर,present continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,किन्दै हुनुहुन्छ,कि न्दै   हु नु हु न्छ,stem:किन् + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,ma,1st person · singular,no,मैले,ergative -ले,no,किनेको छु,कि ने को   छु,stem:किन् + end:एको + aux: छु,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,किनेका छौँ,कि ने का   छौँ,stem:किन् + end:एका + aux: छौँ,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,ta,2nd person · low grade,no,तैंले,ergative -ले,no,किनेको छस्,कि ने को   छ स्,stem:किन् + end:एको + aux: छस्,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,किनेको छौ,कि ने को   छौ,stem:किन् + end:एको + aux: छौ,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,किन्नुभएको छ,कि न्नु भ ए को   छ,stem:किन्नु + aux:भएको छ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,किनेको छ,कि ने को   छ,stem:किन् + end:एको + aux: छ,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,किनेका छन्,कि ने का   छ न्,stem:किन् + end:एका + aux: छन्,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,presperf,वर्तमान पूर्ण,present perfect,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,किन्नुभएको छ,कि न्नु भ ए को   छ,stem:किन्नु + aux:भएको छ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,ma,1st person · singular,no,मैले,ergative -ले,no,किनेँ,कि नेँ,stem:किन् + end:एँ,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,किन्यौँ,कि न्यौँ,stem:किन् + end:यौँ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,ta,2nd person · low grade,no,तैंले,ergative -ले,no,किनिस्,कि नि स्,stem:किन् + end:इस्,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,किन्यौ,कि न्यौ,stem:किन् + end:यौ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,किन्नुभयो,कि न्नु भ यो,stem:किन्नु + aux:भयो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,किन्यो,कि न्यो,stem:किन् + end:यो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,किने,कि ने,stem:किन् + end:ए,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,past,सामान्य भूत,simple past,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,किन्नुभयो,कि न्नु भ यो,stem:किन्नु + aux:भयो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,ma,1st person · singular,no,म,nominative,no,किन्थेँ,कि न्थेँ,stem:किन् + end:थेँ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,hami,1st person · plural,no,हामी(हरू),nominative,no,किन्थ्यौँ,कि न्थ्यौँ,stem:किन् + end:थ्यौँ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,ta,2nd person · low grade,no,तँ,nominative,no,किन्थिस्,कि न्थि स्,stem:किन् + end:थिस्,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,किन्थ्यौ,कि न्थ्यौ,stem:किन् + end:थ्यौ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,किन्नुहुन्थ्यो,कि न्नु हु न्थ्यो,stem:किन्नु + aux:हुन्थ्यो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,किन्थ्यो,कि न्थ्यो,stem:किन् + end:थ्यो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,किन्थे,कि न्थे,stem:किन् + end:थे,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,habpast,अभ्यस्त भूत,habitual past,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,किन्नुहुन्थ्यो,कि न्नु हु न्थ्यो,stem:किन्नु + aux:हुन्थ्यो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,ma,1st person · singular,no,म,nominative,no,किन्दै थिएँ,कि न्दै   थि एँ,stem:किन् + end:दै + aux: थिएँ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,किन्दै थियौँ,कि न्दै   थि यौँ,stem:किन् + end:दै + aux: थियौँ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,ta,2nd person · low grade,no,तँ,nominative,no,किन्दै थिइस्,कि न्दै   थि इ स्,stem:किन् + end:दै + aux: थिइस्,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,किन्दै थियौ,कि न्दै   थि यौ,stem:किन् + end:दै + aux: थियौ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,किन्दै हुनुहुन्थ्यो,कि न्दै   हु नु हु न्थ्यो,stem:किन् + end:दै + aux: हुनुहुन्थ्यो,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,किन्दै थियो,कि न्दै   थि यो,stem:किन् + end:दै + aux: थियो,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,किन्दै थिए,कि न्दै   थि ए,stem:किन् + end:दै + aux: थिए,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastcont,भूत निरन्तर,past continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,किन्दै हुनुहुन्थ्यो,कि न्दै   हु नु हु न्थ्यो,stem:किन् + end:दै + aux: हुनुहुन्थ्यो,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,ma,1st person · singular,no,मैले,ergative -ले,no,किनेको थिएँ,कि ने को   थि एँ,stem:किन् + end:एको + aux: थिएँ,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,किनेका थियौँ,कि ने का   थि यौँ,stem:किन् + end:एका + aux: थियौँ,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,ta,2nd person · low grade,no,तैंले,ergative -ले,no,किनेको थिइस्,कि ने को   थि इ स्,stem:किन् + end:एको + aux: थिइस्,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,किनेको थियौ,कि ने को   थि यौ,stem:किन् + end:एको + aux: थियौ,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,किन्नुभएको थियो,कि न्नु भ ए को   थि यो,stem:किन्नु + aux:भएको थियो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,किनेको थियो,कि ने को   थि यो,stem:किन् + end:एको + aux: थियो,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,किनेका थिए,कि ने का   थि ए,stem:किन् + end:एका + aux: थिए,empty-base > virama-matra-fusion > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,pastperf,भूत पूर्ण,past perfect,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,किन्नुभएको थियो,कि न्नु भ ए को   थि यो,stem:किन्नु + aux:भएको थियो,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,ma,1st person · singular,no,म,nominative,no,किन्नेछु,कि न्ने छु,stem:किन् + end:ने + end:छु,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,hami,1st person · plural,no,हामी(हरू),nominative,no,किन्नेछौँ,कि न्ने छौँ,stem:किन् + end:ने + end:छौँ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,ta,2nd person · low grade,no,तँ,nominative,no,किन्नेछस्,कि न्ने छ स्,stem:किन् + end:ने + end:छस्,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,किन्नेछौ,कि न्ने छौ,stem:किन् + end:ने + end:छौ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,किन्नुहुनेछ,कि न्नु हु ने छ,stem:किन्नु + aux:हुनेछ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,किन्नेछ,कि न्ने छ,stem:किन् + end:ने + end:छ,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,किन्नेछन्,कि न्ने छ न्,stem:किन् + end:ने + end:छन्,empty-base > concatenate > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,future,सामान्य भविष्यत्,simple future,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,किन्नुहुनेछ,कि न्नु हु ने छ,stem:किन्नु + aux:हुनेछ,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,ma,1st person · singular,no,म,nominative,yes,किनुँला,कि नुँ ला,stem:किन् + end:उँला,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,hami,1st person · plural,no,हामी(हरू),nominative,yes,किनौँला,कि नौँ ला,stem:किन् + end:औँला,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,ta,2nd person · low grade,no,तँ,nominative,yes,किन्लास्,कि न्ला स्,stem:किन् + end:लास्,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,timi,2nd person · mid grade,no,तिमी(हरू),nominative,yes,किनौला,कि नौ ला,stem:किन् + end:औला,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,yes,किन्नुहोला,कि न्नु हो ला,stem:किन्नु + aux:होला,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,u,3rd person · low grade,no,ऊ / त्यो,nominative,yes,किन्ला,कि न्ला,stem:किन् + end:ला,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,yes,किन्लान्,कि न्ला न्,stem:किन् + end:लान्,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,prob,सम्भावना,probable,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,yes,किन्नुहोला,कि न्नु हो ला,stem:किन्नु + aux:होला,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,ma,1st person · singular,no,म,nominative,no,किनूँ,कि नूँ,stem:किन् + end:ऊँ,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,hami,1st person · plural,no,हामी(हरू),nominative,no,किनौँ,कि नौँ,stem:किन् + end:औँ,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,ta,2nd person · low grade,no,तँ,nominative,no,किन्,कि न्,stem:किन्,empty-base
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,किन,कि न,stem:किन् + end:अ,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,किन्नुहोस्,कि न्नु हो स्,stem:किन्नु + aux:होस्,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,किनोस्,कि नो स्,stem:किन् + end:ओस्,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,किनून्,कि नू न्,stem:किन् + end:ऊन्,empty-base > virama-matra-fusion
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,finite,imp,आज्ञा र इच्छा,imperative & optative,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,किन्नुहोस्,कि न्नु हो स्,stem:किन्नु + aux:होस्,empty-base > concatenate
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,क्रियार्थक नाम,,dictionary form,,,,,,,किन्नु,कि न्नु,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,उद्देश्यवाचक,,in order to …,,,,,,,किन्न,कि न्न,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,भविष्यवाचक,,the one that will …,,,,,,,किन्ने,कि न्ने,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,पूर्णकालिक,,having …-ed,,,,,,,किनेको,कि ने को,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,पूर्वकालिक,,"…-ing, then",,,,,,,किनेर,कि ने र,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,क्रियाविशेषण,,by …-ing,,,,,,,किनी,कि नी,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,अपूर्णकालिक,,while …-ing,,,,,,,किन्दै,कि न्दै,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,समयवाचक,,when …-ing,,,,,,,किन्दा,कि न्दा,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,non-finite,सर्तवाचक,,if …,,,,,,,किने भने,कि ने   भ ने,,
किन्नु,to buy,C,व्यञ्जनान्त,yes,किन्,किन्,infinitive,,,,,,,,,,किन्नु,कि न्नु,,
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,ma,1st person · singular,no,म,nominative,no,राख्छु,रा ख्छु,stem:राख् + end:छु,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,hami,1st person · plural,no,हामी(हरू),nominative,no,राख्छौँ,रा ख्छौँ,stem:राख् + end:छौँ,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,ta,2nd person · low grade,no,तँ,nominative,no,राख्छस्,रा ख्छ स्,stem:राख् + end:छस्,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,राख्छौ,रा ख्छौ,stem:राख् + end:छौ,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,राख्नुहुन्छ,रा ख्नु हु न्छ,stem:राख्नु + aux:हुन्छ,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,राख्छ,रा ख्छ,stem:राख् + end:छ,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,राख्छन्,रा ख्छ न्,stem:राख् + end:छन्,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,राख्नुहुन्छ,रा ख्नु हु न्छ,stem:राख्नु + aux:हुन्छ,empty-base > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,ma,1st person · singular,no,म,nominative,no,राख्दैछु,रा ख्दै छु,stem:राख् + end:दै + aux:छु,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,राख्दैछौँ,रा ख्दै छौँ,stem:राख् + end:दै + aux:छौँ,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,ta,2nd person · low grade,no,तँ,nominative,no,राख्दैछस्,रा ख्दै छ स्,stem:राख् + end:दै + aux:छस्,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,राख्दैछौ,रा ख्दै छौ,stem:राख् + end:दै + aux:छौ,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,राख्दै हुनुहुन्छ,रा ख्दै   हु नु हु न्छ,stem:राख् + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,राख्दैछ,रा ख्दै छ,stem:राख् + end:दै + aux:छ,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,राख्दैछन्,रा ख्दै छ न्,stem:राख् + end:दै + aux:छन्,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,prescont,वर्तमान निरन्तर,present continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,राख्दै हुनुहुन्छ,रा ख्दै   हु नु हु न्छ,stem:राख् + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate
राख्नु,to keep,C,व्यञ्जनान्त,yes,राख्,राख्,finite,presperf,वर्तमान पूर्ण,present perfect,ma,1st person · singular,no,मैले,ergative -ले,no,राखेको छु,रा खे को   छु,stem:राख् + end:एको + aux: छु,empty-base > virama-matra-fusion > concatenate
